,region,contents,year,value
2578,Hyllestad (-2019),Share of single rooms (per cent),2019,100.0
2579,Hyllestad (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2580,Høyanger (-2019),"Rooms, total (number)",2019,64.0
2581,Høyanger (-2019),Private rooms (number),2019,64.0
2582,Høyanger (-2019),Rooms for two or more (number),2019,0.0
2583,Høyanger (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,64.0
2584,Høyanger (-2019),Share of single rooms (per cent),2019,100.0
2585,Høyanger (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2586,Vik (-2019),"Rooms, total (number)",2019,43.0
2587,Vik (-2019),Private rooms (number),2019,43.0
2588,Vik (-2019),Rooms for two or more (number),2019,0.0
2589,Vik (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,41.0
2590,Vik (-2019),Share of single rooms (per cent),2019,100.0
2591,Vik (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.3
2592,Balestrand (-2019),"Rooms, total (number)",2019,26.0
2593,Balestrand (-2019),Private rooms (number),2019,26.0
2594,Balestrand (-2019),Rooms for two or more (number),2019,0.0
2595,Balestrand (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,26.0
2596,Balestrand (-2019),Share of single rooms (per cent),2019,100.0
2597,Balestrand (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2598,Leikanger (-2019),"Rooms, total (number)",2019,28.0
2599,Leikanger (-2019),Private rooms (number),2019,28.0
2600,Leikanger (-2019),Rooms for two or more (number),2019,0.0
2601,Leikanger (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,28.0
2602,Leikanger (-2019),Share of single rooms (per cent),2019,100.0
2603,Leikanger (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2604,Sogndal (-2019),"Rooms, total (number)",2019,55.0
2605,Sogndal (-2019),Private rooms (number),2019,55.0
2606,Sogndal (-2019),Rooms for two or more (number),2019,0.0
2607,Sogndal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,55.0
2608,Sogndal (-2019),Share of single rooms (per cent),2019,100.0
2609,Sogndal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2610,Aurland (-2019),"Rooms, total (number)",2019,24.0
2611,Aurland (-2019),Private rooms (number),2019,24.0
2612,Aurland (-2019),Rooms for two or more (number),2019,0.0
2613,Aurland (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,24.0
2614,Aurland (-2019),Share of single rooms (per cent),2019,100.0
2615,Aurland (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2616,Lærdal (-2019),"Rooms, total (number)",2019,29.0
2617,Lærdal (-2019),Private rooms (number),2019,29.0
2618,Lærdal (-2019),Rooms for two or more (number),2019,0.0
2619,Lærdal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,29.0
2620,Lærdal (-2019),Share of single rooms (per cent),2019,100.0
2621,Lærdal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2622,Årdal (-2019),"Rooms, total (number)",2019,59.0
2623,Årdal (-2019),Private rooms (number),2019,59.0
2624,Årdal (-2019),Rooms for two or more (number),2019,0.0
2625,Årdal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,49.0
2626,Årdal (-2019),Share of single rooms (per cent),2019,100.0
2627,Årdal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,83.1
2628,Luster (-2019),"Rooms, total (number)",2019,43.0
2629,Luster (-2019),Private rooms (number),2019,43.0
2630,Luster (-2019),Rooms for two or more (number),2019,0.0
2631,Luster (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,43.0
2632,Luster (-2019),Share of single rooms (per cent),2019,100.0
2633,Luster (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2634,Askvoll (-2019),"Rooms, total (number)",2019,27.0
2635,Askvoll (-2019),Private rooms (number),2019,26.0
2636,Askvoll (-2019),Rooms for two or more (number),2019,1.0
2637,Askvoll (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,26.0
2638,Askvoll (-2019),Share of single rooms (per cent),2019,96.3
2639,Askvoll (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,96.3
2640,Fjaler (-2019),"Rooms, total (number)",2019,36.0
2641,Fjaler (-2019),Private rooms (number),2019,33.0
2642,Fjaler (-2019),Rooms for two or more (number),2019,3.0
2643,Fjaler (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,33.0
2644,Fjaler (-2019),Share of single rooms (per cent),2019,91.7
2645,Fjaler (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,91.7
2646,Gaular (-2019),"Rooms, total (number)",2019,40.0
2647,Gaular (-2019),Private rooms (number),2019,40.0
2648,Gaular (-2019),Rooms for two or more (number),2019,0.0
2649,Gaular (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,40.0
2650,Gaular (-2019),Share of single rooms (per cent),2019,100.0
2651,Gaular (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2652,Jølster (-2019),"Rooms, total (number)",2019,7.0
2653,Jølster (-2019),Private rooms (number),2019,6.0
2654,Jølster (-2019),Rooms for two or more (number),2019,1.0
2655,Jølster (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,6.0
2656,Jølster (-2019),Share of single rooms (per cent),2019,85.7
2657,Jølster (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,85.7
2658,Førde (-2019),"Rooms, total (number)",2019,72.0
2659,Førde (-2019),Private rooms (number),2019,70.0
2660,Førde (-2019),Rooms for two or more (number),2019,2.0
2661,Førde (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,70.0
2662,Førde (-2019),Share of single rooms (per cent),2019,97.2
2663,Førde (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,97.2
2664,Naustdal (-2019),"Rooms, total (number)",2019,19.0
2665,Naustdal (-2019),Private rooms (number),2019,17.0
2666,Naustdal (-2019),Rooms for two or more (number),2019,2.0
2667,Naustdal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,17.0
2668,Naustdal (-2019),Share of single rooms (per cent),2019,89.5
2669,Naustdal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,89.5
2670,Bremanger (-2019),"Rooms, total (number)",2019,79.0
2671,Bremanger (-2019),Private rooms (number),2019,79.0
2672,Bremanger (-2019),Rooms for two or more (number),2019,0.0
2673,Bremanger (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,79.0
2674,Bremanger (-2019),Share of single rooms (per cent),2019,100.0
2675,Bremanger (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2676,Vågsøy (-2019),"Rooms, total (number)",2019,44.0
2677,Vågsøy (-2019),Private rooms (number),2019,44.0
2678,Vågsøy (-2019),Rooms for two or more (number),2019,0.0
2679,Vågsøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,44.0
2680,Vågsøy (-2019),Share of single rooms (per cent),2019,100.0
2681,Vågsøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2682,Selje (-2019),"Rooms, total (number)",2019,32.0
2683,Selje (-2019),Private rooms (number),2019,30.0
2684,Selje (-2019),Rooms for two or more (number),2019,2.0
2685,Selje (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,30.0
2686,Selje (-2019),Share of single rooms (per cent),2019,93.8
2687,Selje (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.8
2688,Eid (-2019),"Rooms, total (number)",2019,52.0
2689,Eid (-2019),Private rooms (number),2019,52.0
2690,Eid (-2019),Rooms for two or more (number),2019,0.0
2691,Eid (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,52.0
2692,Eid (-2019),Share of single rooms (per cent),2019,100.0
2693,Eid (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2694,Hornindal (-2019),"Rooms, total (number)",2019,24.0
2695,Hornindal (-2019),Private rooms (number),2019,24.0
2696,Hornindal (-2019),Rooms for two or more (number),2019,0.0
2697,Hornindal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,24.0
2698,Hornindal (-2019),Share of single rooms (per cent),2019,100.0
2699,Hornindal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2700,Gloppen (-2019),"Rooms, total (number)",2019,20.0
2701,Gloppen (-2019),Private rooms (number),2019,20.0
2702,Gloppen (-2019),Rooms for two or more (number),2019,0.0
2703,Gloppen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,6.0
2704,Gloppen (-2019),Share of single rooms (per cent),2019,100.0
2705,Gloppen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,30.0
2706,Stryn (-2019),"Rooms, total (number)",2019,63.0
2707,Stryn (-2019),Private rooms (number),2019,63.0
2708,Stryn (-2019),Rooms for two or more (number),2019,0.0
2709,Stryn (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,35.0
2710,Stryn (-2019),Share of single rooms (per cent),2019,100.0
2711,Stryn (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,55.6
2712,Molde (-2019),"Rooms, total (number)",2019,227.0
2713,Molde (-2019),Private rooms (number),2019,214.0
2714,Molde (-2019),Rooms for two or more (number),2019,13.0
2715,Molde (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,214.0
2716,Molde (-2019),Share of single rooms (per cent),2019,94.3
2717,Molde (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,94.3
2718,Ålesund (-2019),"Rooms, total (number)",2019,325.0
2719,Ålesund (-2019),Private rooms (number),2019,294.0
2720,Ålesund (-2019),Rooms for two or more (number),2019,31.0
2721,Ålesund (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,292.0
2722,Ålesund (-2019),Share of single rooms (per cent),2019,90.5
2723,Ålesund (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,89.8
2724,Kristiansund,"Rooms, total (number)",2019,148.0
2725,Kristiansund,Private rooms (number),2019,137.0
2726,Kristiansund,Rooms for two or more (number),2019,11.0
2727,Kristiansund,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,137.0
2728,Kristiansund,Share of single rooms (per cent),2019,92.6
2729,Kristiansund,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,92.6
2730,Molde,"Rooms, total (number)",2019,
2731,Molde,Private rooms (number),2019,
2732,Molde,Rooms for two or more (number),2019,
2733,Molde,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2734,Molde,Share of single rooms (per cent),2019,
2735,Molde,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2736,Ålesund,"Rooms, total (number)",2019,
2737,Ålesund,Private rooms (number),2019,
2738,Ålesund,Rooms for two or more (number),2019,
2739,Ålesund,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2740,Ålesund,Share of single rooms (per cent),2019,
2741,Ålesund,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2742,Vanylven,"Rooms, total (number)",2019,59.0
2743,Vanylven,Private rooms (number),2019,59.0
2744,Vanylven,Rooms for two or more (number),2019,0.0
2745,Vanylven,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,59.0
2746,Vanylven,Share of single rooms (per cent),2019,100.0
2747,Vanylven,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2748,Sande,"Rooms, total (number)",2019,42.0
2749,Sande,Private rooms (number),2019,42.0
2750,Sande,Rooms for two or more (number),2019,0.0
2751,Sande,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,42.0
2752,Sande,Share of single rooms (per cent),2019,100.0
2753,Sande,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2754,Herøy (Møre og Romsdal),"Rooms, total (number)",2019,91.0
2755,Herøy (Møre og Romsdal),Private rooms (number),2019,91.0
