,region,holding sector,number of employees,contents,year,value
14942,Aukra,Households and non-profit institutions,1-4 employees,Establishments,2019,12
14943,Aukra,Households and non-profit institutions,5-9 employees,Establishments,2019,1
14944,Aukra,Households and non-profit institutions,10-19 employees,Establishments,2019,0
14945,Aukra,Households and non-profit institutions,20-49 employees,Establishments,2019,0
14946,Aukra,Households and non-profit institutions,50-99 employees,Establishments,2019,0
14947,Aukra,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14948,Aukra,Households and non-profit institutions,250 employees and more,Establishments,2019,0
14949,Aukra,Unspecified sector/others,All size groups,Establishments,2019,0
14950,Aukra,Unspecified sector/others,No one employeed,Establishments,2019,0
14951,Aukra,Unspecified sector/others,1-4 employees,Establishments,2019,0
14952,Aukra,Unspecified sector/others,5-9 employees,Establishments,2019,0
14953,Aukra,Unspecified sector/others,10-19 employees,Establishments,2019,0
14954,Aukra,Unspecified sector/others,20-49 employees,Establishments,2019,0
14955,Aukra,Unspecified sector/others,50-99 employees,Establishments,2019,0
14956,Aukra,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14957,Aukra,Unspecified sector/others,250 employees and more,Establishments,2019,0
14958,Fræna (-2019),Sum all sectors,All size groups,Establishments,2019,1028
14959,Fræna (-2019),Sum all sectors,No one employeed,Establishments,2019,710
14960,Fræna (-2019),Sum all sectors,1-4 employees,Establishments,2019,158
14961,Fræna (-2019),Sum all sectors,5-9 employees,Establishments,2019,59
14962,Fræna (-2019),Sum all sectors,10-19 employees,Establishments,2019,51
14963,Fræna (-2019),Sum all sectors,20-49 employees,Establishments,2019,37
14964,Fræna (-2019),Sum all sectors,50-99 employees,Establishments,2019,11
14965,Fræna (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,2
14966,Fræna (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
14967,Fræna (-2019),General government,All size groups,Establishments,2019,65
14968,Fræna (-2019),General government,No one employeed,Establishments,2019,2
14969,Fræna (-2019),General government,1-4 employees,Establishments,2019,9
14970,Fræna (-2019),General government,5-9 employees,Establishments,2019,14
14971,Fræna (-2019),General government,10-19 employees,Establishments,2019,17
14972,Fræna (-2019),General government,20-49 employees,Establishments,2019,17
14973,Fræna (-2019),General government,50-99 employees,Establishments,2019,6
14974,Fræna (-2019),General government,100 - 249 employees,Establishments,2019,0
14975,Fræna (-2019),General government,250 employees and more,Establishments,2019,0
14976,Fræna (-2019),Financial corporations,All size groups,Establishments,2019,6
14977,Fræna (-2019),Financial corporations,No one employeed,Establishments,2019,3
14978,Fræna (-2019),Financial corporations,1-4 employees,Establishments,2019,1
14979,Fræna (-2019),Financial corporations,5-9 employees,Establishments,2019,1
14980,Fræna (-2019),Financial corporations,10-19 employees,Establishments,2019,0
14981,Fræna (-2019),Financial corporations,20-49 employees,Establishments,2019,0
14982,Fræna (-2019),Financial corporations,50-99 employees,Establishments,2019,1
14983,Fræna (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
14984,Fræna (-2019),Financial corporations,250 employees and more,Establishments,2019,0
14985,Fræna (-2019),Non-financial corporations,All size groups,Establishments,2019,411
14986,Fræna (-2019),Non-financial corporations,No one employeed,Establishments,2019,210
14987,Fræna (-2019),Non-financial corporations,1-4 employees,Establishments,2019,101
14988,Fræna (-2019),Non-financial corporations,5-9 employees,Establishments,2019,42
14989,Fræna (-2019),Non-financial corporations,10-19 employees,Establishments,2019,34
14990,Fræna (-2019),Non-financial corporations,20-49 employees,Establishments,2019,18
14991,Fræna (-2019),Non-financial corporations,50-99 employees,Establishments,2019,4
14992,Fræna (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,2
14993,Fræna (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
14994,Fræna (-2019),Households and non-profit institutions,All size groups,Establishments,2019,546
14995,Fræna (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,495
14996,Fræna (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,47
14997,Fræna (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,2
14998,Fræna (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
14999,Fræna (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,2
15000,Fræna (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
15001,Fræna (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
15002,Fræna (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
15003,Fræna (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
15004,Fræna (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
15005,Fræna (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
15006,Fræna (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
15007,Fræna (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
15008,Fræna (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
15009,Fræna (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
15010,Fræna (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
15011,Fræna (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
15012,Eide (-2019),Sum all sectors,All size groups,Establishments,2019,406
15013,Eide (-2019),Sum all sectors,No one employeed,Establishments,2019,270
15014,Eide (-2019),Sum all sectors,1-4 employees,Establishments,2019,63
15015,Eide (-2019),Sum all sectors,5-9 employees,Establishments,2019,29
15016,Eide (-2019),Sum all sectors,10-19 employees,Establishments,2019,24
15017,Eide (-2019),Sum all sectors,20-49 employees,Establishments,2019,19
15018,Eide (-2019),Sum all sectors,50-99 employees,Establishments,2019,1
15019,Eide (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,0
15020,Eide (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
15021,Eide (-2019),General government,All size groups,Establishments,2019,31
15022,Eide (-2019),General government,No one employeed,Establishments,2019,2
15023,Eide (-2019),General government,1-4 employees,Establishments,2019,7
15024,Eide (-2019),General government,5-9 employees,Establishments,2019,5
15025,Eide (-2019),General government,10-19 employees,Establishments,2019,5
15026,Eide (-2019),General government,20-49 employees,Establishments,2019,11
15027,Eide (-2019),General government,50-99 employees,Establishments,2019,1
15028,Eide (-2019),General government,100 - 249 employees,Establishments,2019,0
15029,Eide (-2019),General government,250 employees and more,Establishments,2019,0
15030,Eide (-2019),Financial corporations,All size groups,Establishments,2019,3
15031,Eide (-2019),Financial corporations,No one employeed,Establishments,2019,0
15032,Eide (-2019),Financial corporations,1-4 employees,Establishments,2019,2
15033,Eide (-2019),Financial corporations,5-9 employees,Establishments,2019,1
15034,Eide (-2019),Financial corporations,10-19 employees,Establishments,2019,0
15035,Eide (-2019),Financial corporations,20-49 employees,Establishments,2019,0
15036,Eide (-2019),Financial corporations,50-99 employees,Establishments,2019,0
15037,Eide (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
15038,Eide (-2019),Financial corporations,250 employees and more,Establishments,2019,0
15039,Eide (-2019),Non-financial corporations,All size groups,Establishments,2019,162
15040,Eide (-2019),Non-financial corporations,No one employeed,Establishments,2019,70
15041,Eide (-2019),Non-financial corporations,1-4 employees,Establishments,2019,43
15042,Eide (-2019),Non-financial corporations,5-9 employees,Establishments,2019,22
15043,Eide (-2019),Non-financial corporations,10-19 employees,Establishments,2019,19
15044,Eide (-2019),Non-financial corporations,20-49 employees,Establishments,2019,8
15045,Eide (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
15046,Eide (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
15047,Eide (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
15048,Eide (-2019),Households and non-profit institutions,All size groups,Establishments,2019,210
15049,Eide (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,198
15050,Eide (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,11
15051,Eide (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,1
15052,Eide (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
15053,Eide (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
15054,Eide (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
15055,Eide (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
15056,Eide (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
15057,Eide (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
15058,Eide (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
15059,Eide (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
15060,Eide (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
15061,Eide (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
15062,Eide (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
15063,Eide (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
15064,Eide (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
15065,Eide (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
15066,Averøy,Sum all sectors,All size groups,Establishments,2019,655
15067,Averøy,Sum all sectors,No one employeed,Establishments,2019,452
15068,Averøy,Sum all sectors,1-4 employees,Establishments,2019,106
15069,Averøy,Sum all sectors,5-9 employees,Establishments,2019,37
15070,Averøy,Sum all sectors,10-19 employees,Establishments,2019,37
15071,Averøy,Sum all sectors,20-49 employees,Establishments,2019,15
15072,Averøy,Sum all sectors,50-99 employees,Establishments,2019,5
15073,Averøy,Sum all sectors,100 - 249 employees,Establishments,2019,3
15074,Averøy,Sum all sectors,250 employees and more,Establishments,2019,0
15075,Averøy,General government,All size groups,Establishments,2019,40
15076,Averøy,General government,No one employeed,Establishments,2019,3
15077,Averøy,General government,1-4 employees,Establishments,2019,10
15078,Averøy,General government,5-9 employees,Establishments,2019,10
15079,Averøy,General government,10-19 employees,Establishments,2019,8
15080,Averøy,General government,20-49 employees,Establishments,2019,5
15081,Averøy,General government,50-99 employees,Establishments,2019,3
15082,Averøy,General government,100 - 249 employees,Establishments,2019,1
15083,Averøy,General government,250 employees and more,Establishments,2019,0
15084,Averøy,Financial corporations,All size groups,Establishments,2019,2
15085,Averøy,Financial corporations,No one employeed,Establishments,2019,1
15086,Averøy,Financial corporations,1-4 employees,Establishments,2019,1
15087,Averøy,Financial corporations,5-9 employees,Establishments,2019,0
15088,Averøy,Financial corporations,10-19 employees,Establishments,2019,0
15089,Averøy,Financial corporations,20-49 employees,Establishments,2019,0
15090,Averøy,Financial corporations,50-99 employees,Establishments,2019,0
15091,Averøy,Financial corporations,100 - 249 employees,Establishments,2019,0
15092,Averøy,Financial corporations,250 employees and more,Establishments,2019,0
15093,Averøy,Non-financial corporations,All size groups,Establishments,2019,279
15094,Averøy,Non-financial corporations,No one employeed,Establishments,2019,150
15095,Averøy,Non-financial corporations,1-4 employees,Establishments,2019,62
