,region,size of household,contents,year,value
2527,Molde (-2019),4 persons,Private households,2019,10.8
2528,Molde (-2019),5 persons or more,Persons in private households,2019,14.2
2529,Molde (-2019),5 persons or more,Private households,2019,5.7
2530,Ålesund (1977-2019),1 person,Persons in private households,2019,18.4
2531,Ålesund (1977-2019),1 person,Private households,2019,39.7
2532,Ålesund (1977-2019),2 persons,Persons in private households,2019,28.0
2533,Ålesund (1977-2019),2 persons,Private households,2019,30.2
2534,Ålesund (1977-2019),3 persons,Persons in private households,2019,17.1
2535,Ålesund (1977-2019),3 persons,Private households,2019,12.3
2536,Ålesund (1977-2019),4 persons,Persons in private households,2019,22.0
2537,Ålesund (1977-2019),4 persons,Private households,2019,11.9
2538,Ålesund (1977-2019),5 persons or more,Persons in private households,2019,14.5
2539,Ålesund (1977-2019),5 persons or more,Private households,2019,6.0
2540,Kristiansund,1 person,Persons in private households,2019,19.6
2541,Kristiansund,1 person,Private households,2019,40.7
2542,Kristiansund,2 persons,Persons in private households,2019,30.8
2543,Kristiansund,2 persons,Private households,2019,31.9
2544,Kristiansund,3 persons,Persons in private households,2019,18.1
2545,Kristiansund,3 persons,Private households,2019,12.5
2546,Kristiansund,4 persons,Persons in private households,2019,19.8
2547,Kristiansund,4 persons,Private households,2019,10.3
2548,Kristiansund,5 persons or more,Persons in private households,2019,11.7
2549,Kristiansund,5 persons or more,Private households,2019,4.6
2550,Vanylven,1 person,Persons in private households,2019,16.4
2551,Vanylven,1 person,Private households,2019,36.1
2552,Vanylven,2 persons,Persons in private households,2019,31.4
2553,Vanylven,2 persons,Private households,2019,34.5
2554,Vanylven,3 persons,Persons in private households,2019,18.1
2555,Vanylven,3 persons,Private households,2019,13.3
2556,Vanylven,4 persons,Persons in private households,2019,16.4
2557,Vanylven,4 persons,Private households,2019,9.0
2558,Vanylven,5 persons or more,Persons in private households,2019,17.6
2559,Vanylven,5 persons or more,Private households,2019,7.2
2560,Sande (Møre og Romsdal),1 person,Persons in private households,2019,15.9
2561,Sande (Møre og Romsdal),1 person,Private households,2019,35.4
2562,Sande (Møre og Romsdal),2 persons,Persons in private households,2019,30.4
2563,Sande (Møre og Romsdal),2 persons,Private households,2019,33.9
2564,Sande (Møre og Romsdal),3 persons,Persons in private households,2019,17.4
2565,Sande (Møre og Romsdal),3 persons,Private households,2019,12.9
2566,Sande (Møre og Romsdal),4 persons,Persons in private households,2019,19.0
2567,Sande (Møre og Romsdal),4 persons,Private households,2019,10.6
2568,Sande (Møre og Romsdal),5 persons or more,Persons in private households,2019,17.2
2569,Sande (Møre og Romsdal),5 persons or more,Private households,2019,7.2
2570,Herøy (Møre og Romsdal),1 person,Persons in private households,2019,14.0
2571,Herøy (Møre og Romsdal),1 person,Private households,2019,32.5
2572,Herøy (Møre og Romsdal),2 persons,Persons in private households,2019,28.4
2573,Herøy (Møre og Romsdal),2 persons,Private households,2019,33.0
2574,Herøy (Møre og Romsdal),3 persons,Persons in private households,2019,17.8
2575,Herøy (Møre og Romsdal),3 persons,Private households,2019,13.8
2576,Herøy (Møre og Romsdal),4 persons,Persons in private households,2019,21.9
2577,Herøy (Møre og Romsdal),4 persons,Private households,2019,12.7
2578,Herøy (Møre og Romsdal),5 persons or more,Persons in private households,2019,18.0
2579,Herøy (Møre og Romsdal),5 persons or more,Private households,2019,8.0
2580,Ulstein,1 person,Persons in private households,2019,14.3
2581,Ulstein,1 person,Private households,2019,33.7
2582,Ulstein,2 persons,Persons in private households,2019,25.9
2583,Ulstein,2 persons,Private households,2019,30.5
2584,Ulstein,3 persons,Persons in private households,2019,18.3
2585,Ulstein,3 persons,Private households,2019,14.3
2586,Ulstein,4 persons,Persons in private households,2019,20.8
2587,Ulstein,4 persons,Private households,2019,12.2
2588,Ulstein,5 persons or more,Persons in private households,2019,20.6
2589,Ulstein,5 persons or more,Private households,2019,9.2
2590,Hareid,1 person,Persons in private households,2019,15.5
2591,Hareid,1 person,Private households,2019,35.3
2592,Hareid,2 persons,Persons in private households,2019,27.4
2593,Hareid,2 persons,Private households,2019,31.3
2594,Hareid,3 persons,Persons in private households,2019,17.0
2595,Hareid,3 persons,Private households,2019,12.9
2596,Hareid,4 persons,Persons in private households,2019,23.7
2597,Hareid,4 persons,Private households,2019,13.5
2598,Hareid,5 persons or more,Persons in private households,2019,16.4
2599,Hareid,5 persons or more,Private households,2019,7.1
2600,Volda (-2019),1 person,Persons in private households,2019,19.5
2601,Volda (-2019),1 person,Private households,2019,41.4
2602,Volda (-2019),2 persons,Persons in private households,2019,28.7
2603,Volda (-2019),2 persons,Private households,2019,30.5
2604,Volda (-2019),3 persons,Persons in private households,2019,15.6
2605,Volda (-2019),3 persons,Private households,2019,11.0
2606,Volda (-2019),4 persons,Persons in private households,2019,18.8
2607,Volda (-2019),4 persons,Private households,2019,10.0
2608,Volda (-2019),5 persons or more,Persons in private households,2019,17.5
2609,Volda (-2019),5 persons or more,Private households,2019,7.1
2610,Ørsta,1 person,Persons in private households,2019,15.2
2611,Ørsta,1 person,Private households,2019,34.9
2612,Ørsta,2 persons,Persons in private households,2019,27.9
2613,Ørsta,2 persons,Private households,2019,32.0
2614,Ørsta,3 persons,Persons in private households,2019,16.9
2615,Ørsta,3 persons,Private households,2019,13.0
2616,Ørsta,4 persons,Persons in private households,2019,20.2
2617,Ørsta,4 persons,Private households,2019,11.6
2618,Ørsta,5 persons or more,Persons in private households,2019,19.8
2619,Ørsta,5 persons or more,Private households,2019,8.6
2620,Ørskog (1977-2019),1 person,Persons in private households,2019,15.3
2621,Ørskog (1977-2019),1 person,Private households,2019,34.4
2622,Ørskog (1977-2019),2 persons,Persons in private households,2019,28.7
2623,Ørskog (1977-2019),2 persons,Private households,2019,32.3
2624,Ørskog (1977-2019),3 persons,Persons in private households,2019,19.4
2625,Ørskog (1977-2019),3 persons,Private households,2019,14.6
2626,Ørskog (1977-2019),4 persons,Persons in private households,2019,23.5
2627,Ørskog (1977-2019),4 persons,Private households,2019,13.2
2628,Ørskog (1977-2019),5 persons or more,Persons in private households,2019,13.1
2629,Ørskog (1977-2019),5 persons or more,Private households,2019,5.5
2630,Norddal (-2019),1 person,Persons in private households,2019,16.4
2631,Norddal (-2019),1 person,Private households,2019,37.3
2632,Norddal (-2019),2 persons,Persons in private households,2019,27.1
2633,Norddal (-2019),2 persons,Private households,2019,30.7
2634,Norddal (-2019),3 persons,Persons in private households,2019,17.6
2635,Norddal (-2019),3 persons,Private households,2019,13.3
2636,Norddal (-2019),4 persons,Persons in private households,2019,17.0
2637,Norddal (-2019),4 persons,Private households,2019,9.6
2638,Norddal (-2019),5 persons or more,Persons in private households,2019,21.9
2639,Norddal (-2019),5 persons or more,Private households,2019,9.0
2640,Stranda,1 person,Persons in private households,2019,15.9
2641,Stranda,1 person,Private households,2019,35.6
2642,Stranda,2 persons,Persons in private households,2019,28.6
2643,Stranda,2 persons,Private households,2019,32.1
2644,Stranda,3 persons,Persons in private households,2019,17.7
2645,Stranda,3 persons,Private households,2019,13.2
2646,Stranda,4 persons,Persons in private households,2019,22.6
2647,Stranda,4 persons,Private households,2019,12.6
2648,Stranda,5 persons or more,Persons in private households,2019,15.2
2649,Stranda,5 persons or more,Private households,2019,6.5
2650,Stordal (-2019),1 person,Persons in private households,2019,15.8
2651,Stordal (-2019),1 person,Private households,2019,35.6
2652,Stordal (-2019),2 persons,Persons in private households,2019,28.3
2653,Stordal (-2019),2 persons,Private households,2019,31.8
2654,Stordal (-2019),3 persons,Persons in private households,2019,17.9
2655,Stordal (-2019),3 persons,Private households,2019,13.4
2656,Stordal (-2019),4 persons,Persons in private households,2019,21.7
2657,Stordal (-2019),4 persons,Private households,2019,12.2
2658,Stordal (-2019),5 persons or more,Persons in private households,2019,16.4
2659,Stordal (-2019),5 persons or more,Private households,2019,7.0
2660,Sykkylven,1 person,Persons in private households,2019,14.3
2661,Sykkylven,1 person,Private households,2019,33.1
2662,Sykkylven,2 persons,Persons in private households,2019,27.7
2663,Sykkylven,2 persons,Private households,2019,32.1
2664,Sykkylven,3 persons,Persons in private households,2019,19.1
2665,Sykkylven,3 persons,Private households,2019,14.7
2666,Sykkylven,4 persons,Persons in private households,2019,22.3
2667,Sykkylven,4 persons,Private households,2019,12.9
2668,Sykkylven,5 persons or more,Persons in private households,2019,16.6
2669,Sykkylven,5 persons or more,Private households,2019,7.2
2670,Skodje (-2019),1 person,Persons in private households,2019,12.7
2671,Skodje (-2019),1 person,Private households,2019,30.7
2672,Skodje (-2019),2 persons,Persons in private households,2019,24.3
2673,Skodje (-2019),2 persons,Private households,2019,29.5
2674,Skodje (-2019),3 persons,Persons in private households,2019,19.6
2675,Skodje (-2019),3 persons,Private households,2019,15.8
2676,Skodje (-2019),4 persons,Persons in private households,2019,27.1
2677,Skodje (-2019),4 persons,Private households,2019,16.4
2678,Skodje (-2019),5 persons or more,Persons in private households,2019,16.3
2679,Skodje (-2019),5 persons or more,Private households,2019,7.6
2680,Sula,1 person,Persons in private households,2019,12.6
2681,Sula,1 person,Private households,2019,30.8
2682,Sula,2 persons,Persons in private households,2019,24.1
2683,Sula,2 persons,Private households,2019,29.6
2684,Sula,3 persons,Persons in private households,2019,18.1
2685,Sula,3 persons,Private households,2019,14.8
2686,Sula,4 persons,Persons in private households,2019,25.4
2687,Sula,4 persons,Private households,2019,15.5
2688,Sula,5 persons or more,Persons in private households,2019,19.9
2689,Sula,5 persons or more,Private households,2019,9.3
2690,Giske,1 person,Persons in private households,2019,11.6
2691,Giske,1 person,Private households,2019,29.1
2692,Giske,2 persons,Persons in private households,2019,24.6
2693,Giske,2 persons,Private households,2019,30.9
2694,Giske,3 persons,Persons in private households,2019,16.7
2695,Giske,3 persons,Private households,2019,14.0
2696,Giske,4 persons,Persons in private households,2019,24.3
2697,Giske,4 persons,Private households,2019,15.2
2698,Giske,5 persons or more,Persons in private households,2019,22.7
2699,Giske,5 persons or more,Private households,2019,10.8
2700,Haram (-2019),1 person,Persons in private households,2019,15.5
2701,Haram (-2019),1 person,Private households,2019,35.2
2702,Haram (-2019),2 persons,Persons in private households,2019,27.7
2703,Haram (-2019),2 persons,Private households,2019,31.5
2704,Haram (-2019),3 persons,Persons in private households,2019,17.5
2705,Haram (-2019),3 persons,Private households,2019,13.2
2706,Haram (-2019),4 persons,Persons in private households,2019,22.8
2707,Haram (-2019),4 persons,Private households,2019,12.9
2708,Haram (-2019),5 persons or more,Persons in private households,2019,16.5
2709,Haram (-2019),5 persons or more,Private households,2019,7.2
2710,Vestnes,1 person,Persons in private households,2019,17.5
2711,Vestnes,1 person,Private households,2019,38.2
2712,Vestnes,2 persons,Persons in private households,2019,29.3
2713,Vestnes,2 persons,Private households,2019,32.0
2714,Vestnes,3 persons,Persons in private households,2019,17.2
2715,Vestnes,3 persons,Private households,2019,12.5
2716,Vestnes,4 persons,Persons in private households,2019,20.4
2717,Vestnes,4 persons,Private households,2019,11.1
2718,Vestnes,5 persons or more,Persons in private households,2019,15.6
2719,Vestnes,5 persons or more,Private households,2019,6.2
2720,Rauma,1 person,Persons in private households,2019,17.9
2721,Rauma,1 person,Private households,2019,38.9
2722,Rauma,2 persons,Persons in private households,2019,28.9
2723,Rauma,2 persons,Private households,2019,31.4
2724,Rauma,3 persons,Persons in private households,2019,15.8
2725,Rauma,3 persons,Private households,2019,11.4
2726,Rauma,4 persons,Persons in private households,2019,21.3
2727,Rauma,4 persons,Private households,2019,11.6
2728,Rauma,5 persons or more,Persons in private households,2019,16.1
2729,Rauma,5 persons or more,Private households,2019,6.7
2730,Nesset (-2019),1 person,Persons in private households,2019,16.4
2731,Nesset (-2019),1 person,Private households,2019,36.3
2732,Nesset (-2019),2 persons,Persons in private households,2019,28.6
2733,Nesset (-2019),2 persons,Private households,2019,31.7
2734,Nesset (-2019),3 persons,Persons in private households,2019,19.6
2735,Nesset (-2019),3 persons,Private households,2019,14.5
2736,Nesset (-2019),4 persons,Persons in private households,2019,19.7
2737,Nesset (-2019),4 persons,Private households,2019,10.9
2738,Nesset (-2019),5 persons or more,Persons in private households,2019,15.7
2739,Nesset (-2019),5 persons or more,Private households,2019,6.5
2740,Midsund (-2019),1 person,Persons in private households,2019,15.7
2741,Midsund (-2019),1 person,Private households,2019,35.1
2742,Midsund (-2019),2 persons,Persons in private households,2019,30.6
2743,Midsund (-2019),2 persons,Private households,2019,34.2
2744,Midsund (-2019),3 persons,Persons in private households,2019,17.0
2745,Midsund (-2019),3 persons,Private households,2019,12.7
2746,Midsund (-2019),4 persons,Persons in private households,2019,16.8
2747,Midsund (-2019),4 persons,Private households,2019,9.4
