,region,sex,age,contents,year,value
1832,Ørsta,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.2
1833,Ørsta,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,23.4
1834,Ørskog (1977-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.6
1835,Ørskog (1977-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.3
1836,Ørskog (1977-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.2
1837,Ørskog (1977-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.4
1838,Ørskog (1977-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.4
1839,Ørskog (1977-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.5
1840,Ørskog (1977-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.5
1841,Norddal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.0
1842,Norddal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,56.4
1843,Norddal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.2
1844,Norddal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.3
1845,Norddal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,87.6
1846,Norddal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.6
1847,Norddal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,33.1
1848,Stranda,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.4
1849,Stranda,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,52.5
1850,Stranda,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,58.6
1851,Stranda,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.9
1852,Stranda,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.2
1853,Stranda,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.8
1854,Stranda,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.8
1855,Stordal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,70.8
1856,Stordal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,54.4
1857,Stordal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.7
1858,Stordal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.6
1859,Stordal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,84.5
1860,Stordal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.6
1861,Stordal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,34.2
1862,Sykkylven,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.6
1863,Sykkylven,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,46.6
1864,Sykkylven,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.8
1865,Sykkylven,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.8
1866,Sykkylven,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,87.5
1867,Sykkylven,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.0
1868,Sykkylven,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.3
1869,Skodje (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,72.6
1870,Skodje (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.5
1871,Skodje (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.5
1872,Skodje (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.7
1873,Skodje (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.6
1874,Skodje (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.9
1875,Skodje (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.6
1876,Sula,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.1
1877,Sula,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.9
1878,Sula,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.3
1879,Sula,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.4
1880,Sula,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.4
1881,Sula,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.7
1882,Sula,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.3
1883,Giske,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.4
1884,Giske,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.9
1885,Giske,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.6
1886,Giske,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.5
1887,Giske,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.1
1888,Giske,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.3
1889,Giske,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.0
1890,Haram (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.4
1891,Haram (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.2
1892,Haram (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.6
1893,Haram (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.8
1894,Haram (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.6
1895,Haram (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.1
1896,Haram (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.7
1897,Vestnes,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.3
1898,Vestnes,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.2
1899,Vestnes,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.8
1900,Vestnes,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.8
1901,Vestnes,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.1
1902,Vestnes,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.6
1903,Vestnes,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.7
1904,Rauma,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.4
1905,Rauma,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.6
1906,Rauma,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.5
1907,Rauma,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.0
1908,Rauma,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.3
1909,Rauma,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.4
1910,Rauma,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,23.2
1911,Nesset (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.8
1912,Nesset (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,50.3
1913,Nesset (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.2
1914,Nesset (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.9
1915,Nesset (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.1
1916,Nesset (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.9
1917,Nesset (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.2
1918,Midsund (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.3
1919,Midsund (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.2
1920,Midsund (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.6
1921,Midsund (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.4
1922,Midsund (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.1
1923,Midsund (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.6
1924,Midsund (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.0
1925,Sandøy (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.0
1926,Sandøy (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.1
1927,Sandøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.7
1928,Sandøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.9
1929,Sandøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.3
1930,Sandøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.2
1931,Sandøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.0
1932,Aukra,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.3
1933,Aukra,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.4
1934,Aukra,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,54.9
1935,Aukra,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.2
1936,Aukra,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.3
1937,Aukra,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.5
1938,Aukra,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.6
1939,Fræna (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.1
1940,Fræna (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.9
1941,Fræna (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.0
1942,Fræna (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.2
1943,Fræna (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.0
1944,Fræna (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.6
1945,Fræna (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.7
1946,Eide (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.4
1947,Eide (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.3
1948,Eide (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.5
1949,Eide (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.4
1950,Eide (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.0
1951,Eide (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,73.7
1952,Eide (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.6
1953,Averøy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.9
1954,Averøy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.8
1955,Averøy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.1
1956,Averøy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.1
1957,Averøy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.2
1958,Averøy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.2
1959,Averøy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.3
1960,Gjemnes,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.1
1961,Gjemnes,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.1
1962,Gjemnes,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.0
1963,Gjemnes,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.3
1964,Gjemnes,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.6
1965,Gjemnes,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.3
1966,Gjemnes,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,30.5
1967,Tingvoll,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.0
1968,Tingvoll,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.7
